SYMBOL	GSM1480291_LVirgin	GSM1480292_LVirgin	GSM1480293_LPregnant	GSM1480294_LPregnant	GSM1480295_LLactate	GSM1480296_LLactate	GSM1480297_BVirgin	GSM1480298_BVirgin	GSM1480299_BPregnant	GSM1480300_BPregnant	GSM1480301_BLactate	GSM1480302_BLactate
Gm2115	1	2	0	0	0	1	4	3	4	1	0	1
Gm21149	2	2	3	0	1	3	615	880	367	355	251	290
Gm21142	0	0	0	0	0	0	0	0	0	0	0	0
Gm21136	0	0	0	0	0	0	0	0	0	0	0	0
Gm21135	0	0	0	0	0	0	0	0	0	0	0	0
Gm21133	0	0	0	0	0	0	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0	0	0	1	1	2	1
Gm21127	0	0	0	0	0	0	0	0	0	0	0	0
Gm21123	0	0	0	0	0	0	0	0	1	0	1	1
Gm21119	0	0	0	0	0	0	0	0	0	0	0	0
Gm21118	0	0	0	0	0	0	0	0	0	0	0	0
Gm21117	0	0	0	0	0	0	0	0	0	0	0	0
Gm21115	0	0	0	0	0	0	0	0	0	0	1	0
Gm21114	0	0	0	0	0	0	0	0	0	0	0	0
Gm21111	0	0	0	0	0	0	0	0	0	0	0	0
Gm21104	2	0	0	0	0	0	2	0	0	0	0	0
Gm21103	0	0	2	0	11	11	2	4	0	3	1	3
Gm21095	0	0	0	0	0	0	0	0	0	0	0	0
Gm21093	2	2	1	1	0	0	12	10	17	17	19	13
Gm21092	67	55	27	35	21	17	38	36	38	25	10	22
Gm2109	0	0	0	0	0	0	0	0	0	0	0	0
Gm21088	0	0	0	0	0	0	0	0	0	0	0	0
Gm21083	0	16	4	4	3	8	2448	4006	1299	1397	1039	1275
Gm21082	19	16	0	0	0	0	1	5	0	2	2	3
Gm21076	0	0	0	0	0	0	0	0	0	0	0	0
Gm21075	0	0	0	0	1	0	0	3	3	5	5	2
Gm21065	0	0	0	0	0	0	0	0	0	0	0	0
Gm21064	0	0	0	0	0	0	0	0	0	0	0	0
Gm21062	0	0	0	0	0	0	0	0	0	0	0	0
Gm21057	1	0	0	0	0	0	1	0	0	0	0	0
Gm2102	0	0	0	0	0	0	0	0	0	0	0	0
Gm2101	0	0	0	0	0	0	0	0	0	0	0	0
Gm20994	0	0	0	0	0	0	0	0	0	0	0	0
Gm20987	0	0	0	0	0	0	0	0	0	0	0	0
Gm20982	0	0	1	0	0	0	0	0	0	0	1	2
Gm20978	0	0	0	0	0	0	0	0	0	0	0	0
Gm20963	0	0	0	0	0	0	0	0	0	0	0	0
Gm20939	22	27	6	8	23	24	6	11	8	2	2	8
Gm20937	0	0	0	0	0	0	0	0	0	0	0	0
Gm20936	0	0	0	0	0	0	0	0	0	0	0	0
Gm20935	0	0	0	0	0	0	0	0	0	0	0	0
Gm20934	0	0	0	0	0	0	0	0	0	0	0	0
Gm20933	0	0	0	0	0	0	0	0	0	0	0	0
Gm20932	0	0	0	0	0	0	0	0	0	0	0	0
Gm20931	0	0	0	0	0	0	0	0	0	0	0	0
Gm20930	0	0	0	0	0	0	0	0	0	0	0	0
Gm20929	0	0	0	0	0	0	0	0	0	0	0	0
Gm20928	0	0	0	0	0	0	0	0	0	0	0	0
Gm20927	0	0	0	0	0	0	0	0	0	0	0	0
Gm20926	0	0	0	0	0	0	0	0	0	0	0	0
Gm20925	0	0	0	0	0	0	0	0	0	0	0	0
Gm20924	0	0	0	0	0	0	0	0	0	0	0	0
Gm20923	0	0	0	0	0	0	0	0	0	0	0	0
Gm20921	0	0	0	0	0	0	0	0	0	0	0	0
Gm20920	0	0	0	0	0	0	0	0	0	0	0	0
Gm2092	0	0	0	0	0	0	0	0	0	0	0	0
Gm20919	0	0	0	0	0	0	0	0	0	0	0	0
Gm20918	0	0	0	0	0	0	0	0	0	0	0	0
Gm20917	0	0	0	0	0	0	0	0	0	0	0	0
Gm20916	0	0	0	0	0	0	0	0	0	0	0	0
Gm20914	0	0	0	0	0	0	0	0	0	0	0	0
Gm20913	0	0	0	0	0	0	0	0	0	0	0	0
Gm20912	0	0	0	0	0	0	0	0	0	0	0	0
Gm20911	0	0	0	0	0	0	0	0	0	0	0	0
Gm20910	0	0	0	0	0	0	0	0	0	0	0	0
Gm20909	0	0	0	0	0	0	0	0	0	0	0	0
Gm20908	0	0	0	0	0	0	0	0	0	0	0	0
Gm20907	0	0	0	0	0	0	0	0	0	0	0	0
Gm20906	0	0	0	0	0	0	0	0	0	0	0	0
Gm20905	0	0	0	0	0	0	0	0	0	0	0	0
Gm20903	0	0	0	0	0	0	0	0	0	0	0	0
Gm20902	0	0	0	0	0	0	0	0	0	0	0	0
Gm20901	0	0	0	0	0	0	0	0	0	0	0	0
Gm20898	0	0	0	0	0	0	0	0	0	0	0	0
Gm20897	0	0	0	0	0	0	0	0	0	0	0	0
Gm20896	0	0	0	0	0	0	0	0	0	0	0	0
Gm20895	0	0	0	0	0	0	0	0	0	0	0	0
Gm20894	0	0	0	0	0	0	0	0	0	0	0	0
Gm20893	0	0	0	0	0	0	0	0	0	0	0	0
Gm20892	0	0	0	0	0	0	0	0	0	0	0	0
Gm20891	0	0	0	0	0	0	0	0	0	0	0	0
Gm20890	0	0	0	0	0	0	0	0	0	0	0	0
Gm20889	0	0	0	0	0	0	0	0	0	0	0	0
Gm20888	0	0	0	0	0	0	0	0	0	0	0	0
Gm20887	0	0	0	0	0	0	0	0	0	0	0	0
Gm20886	0	0	0	0	0	0	0	0	0	0	0	0
Gm20885	0	0	0	0	0	0	0	0	0	0	0	0
Gm20884	0	0	0	0	0	0	0	0	0	0	0	0
Gm20883	0	0	0	0	0	0	0	0	0	0	0	0
Gm20882	0	0	0	0	0	0	0	0	0	0	0	0
Gm20881	0	0	0	0	0	0	0	0	0	0	0	0
Gm20880	0	0	0	0	0	0	0	0	0	0	0	0
Gm20879	0	0	0	0	0	0	0	0	0	0	0	0
Gm20878	10	14	7	6	2	5	35	35	35	46	35	41
Gm20877	0	0	0	0	0	0	0	0	0	0	0	0
Gm20875	173	186	79	52	45	35	148	156	116	89	46	33
Gm20874	0	0	0	0	0	0	0	0	0	0	0	0
Gm20873	0	0	0	0	0	0	0	0	0	0	0	0
Gm20871	0	0	0	0	0	0	0	0	0	0	0	0
Gm20870	0	0	0	0	0	0	0	0	0	0	0	0
Gm20869	0	0	0	0	0	0	0	0	0	0	0	0
Gm20868	0	0	0	0	0	0	0	0	0	0	0	0
Gm20867	0	0	0	0	0	0	0	0	0	0	0	0
Gm20866	0	0	0	0	0	0	0	0	0	0	0	0
Gm20865	0	0	0	0	0	0	0	0	0	0	0	0
Gm20863	0	0	0	0	0	0	0	0	0	0	0	0
Gm20862	0	0	0	0	0	0	0	0	0	0	0	0
Gm20861	0	0	0	0	0	0	0	0	0	0	0	0
Gm20860	0	0	0	0	0	0	0	0	0	0	0	0
Gm20859	0	0	0	0	0	0	0	0	0	0	0	0
Gm20858	0	0	0	0	0	0	0	0	0	0	0	0
Gm20857	0	0	0	0	0	0	0	0	0	0	0	0
Gm20856	0	0	0	0	0	0	0	0	0	0	0	0
Gm20855	0	0	0	0	0	0	0	0	0	0	0	0
Gm20854	0	0	0	0	0	0	0	0	0	0	0	0
Gm20853	0	0	0	0	0	0	0	0	0	0	0	0
Gm20852	0	0	0	0	0	0	0	0	0	0	0	0
Gm20851	0	0	0	0	0	0	0	0	0	0	0	0
Gm20850	0	0	0	0	0	0	0	0	0	0	0	0
Gm2085	15	13	0	0	0	0	0	0	0	0	0	0
Gm20848	0	0	0	0	0	0	0	0	0	0	0	0
Gm20847	0	0	0	0	0	0	0	0	0	0	0	0
Gm20846	0	0	0	0	0	0	0	0	0	0	0	0
Gm20845	0	0	0	0	0	0	0	0	0	0	0	0
Gm20844	0	0	0	0	0	0	0	0	0	0	0	0
Gm20843	0	0	0	0	0	0	0	0	0	0	0	0
Gm20842	0	0	0	0	0	0	0	0	0	0	0	0
Gm20841	0	0	0	0	0	0	0	0	0	0	0	0
Gm20840	0	0	0	0	0	0	0	0	0	0	0	0
Gm20838	0	0	0	0	0	0	0	0	0	0	0	0
Gm20837	0	0	0	0	0	0	0	0	0	0	0	0
Gm20836	0	0	0	0	0	0	0	0	0	0	0	0
Gm20835	0	0	0	0	0	0	0	0	0	0	0	0
Gm20834	0	0	0	0	0	0	0	0	0	0	0	0
Gm20833	0	0	0	0	0	0	0	0	0	0	0	0
Gm20831	0	0	0	0	0	0	0	0	0	0	0	0
Gm20830	0	0	0	0	0	0	0	0	0	0	0	0
Gm20828	0	0	0	0	0	0	0	0	0	0	0	0
Gm20827	0	0	0	0	0	0	0	0	0	0	0	0
Gm20826	0	0	0	0	0	0	0	0	0	0	0	0
Gm20825	0	0	0	0	0	0	0	0	0	0	0	0
Gm20824	0	0	0	0	0	0	0	0	0	0	0	0
Gm20823	0	0	0	0	0	0	0	0	0	0	0	0
Gm20822	0	0	0	0	0	0	0	0	0	0	0	0
Gm20821	0	0	0	0	0	0	0	0	0	0	0	0
Gm20820	0	0	0	0	0	0	0	0	0	0	0	0
Gm20819	0	0	0	0	0	0	0	0	0	0	0	0
Gm20818	0	0	0	0	0	0	0	0	0	0	0	0
Gm20817	0	0	0	0	0	0	0	0	0	0	0	0
Gm20816	0	0	0	0	0	0	0	0	0	0	0	0
Gm20815	0	0	0	0	0	0	0	0	0	0	0	0
Gm20814	0	0	0	0	0	0	0	0	0	0	0	0
Gm20813	0	0	0	0	0	0	0	0	0	0	0	0
Gm20812	0	0	0	0	0	0	0	0	0	0	0	0
Gm20811	0	0	0	0	0	0	0	0	0	0	0	0
Gm20810	0	0	0	0	0	0	0	0	0	0	0	0
Gm20809	0	0	0	0	0	0	0	0	0	0	0	0
Gm20808	0	0	0	0	0	0	0	0	0	0	0	0
Gm20807	0	0	0	0	0	0	0	0	0	0	0	0
Gm20806	0	0	0	0	0	0	0	0	0	0	0	0
Gm20805	0	0	0	0	0	0	0	0	0	0	0	0
Gm20804	0	0	0	0	0	0	0	0	0	0	0	0
Gm20803	0	0	0	0	0	0	0	0	0	0	0	0
Gm20801	0	0	0	0	0	0	0	0	0	0	0	0
Gm20800	0	0	0	0	0	0	0	0	0	0	0	0
Gm20799	0	0	0	0	0	0	0	0	0	0	0	0
Gm20798	0	0	0	0	0	0	0	0	0	0	0	0
Gm20795	0	0	0	0	0	0	0	0	0	0	0	0
Gm20794	0	0	0	0	0	0	0	0	0	0	0	0
Gm20793	0	0	0	0	0	0	0	0	0	0	0	0
Gm20792	0	0	0	0	0	0	0	0	0	0	0	0
Gm20791	0	0	0	0	0	0	0	0	0	0	0	0
Gm20784	73	111	131	105	40	27	77	101	115	104	63	51
Gm20783	472	554	460	402	158	145	461	354	378	289	277	291
Gm20777	0	0	0	0	0	0	0	0	0	0	0	0
Gm20773	0	0	0	0	0	0	0	0	0	0	0	0
Gm20772	0	0	0	0	0	0	0	0	0	0	0	0
Gm20770	0	0	0	0	0	0	0	0	0	0	0	0
Gm20767	0	0	0	0	0	0	0	0	0	0	0	0
Gm20765	0	0	0	0	0	0	0	0	0	0	0	0
Gm20764	0	0	0	0	0	0	0	0	0	0	0	0
Gm20762	280	278	165	180	67	67	139	158	152	133	90	78
Gm20759	0	0	0	0	0	0	0	0	0	0	0	0
Gm20758	0	1	2	1	0	0	0	0	0	0	0	0
Gm20757	0	0	0	0	0	0	0	2	1	0	0	0
Gm20756	1	0	0	0	0	0	1	0	0	0	0	0
Gm20755	0	0	0	0	0	0	0	0	0	0	2	2
Gm20754	0	0	0	0	0	0	0	0	0	2	0	0
Gm20753	0	0	2	0	0	0	1	0	1	4	3	0
Gm20752	7	5	2	0	10	8	87	139	582	788	271	197
Gm20751	0	0	0	0	0	0	0	0	0	0	2	0
Gm20750	0	0	0	0	0	0	1	0	0	0	0	0
Gm2075	0	0	0	0	0	0	0	0	0	0	0	0
Gm20749	14	23	12	18	22	9	19	22	29	34	22	35
Gm20747	0	0	0	0	0	0	0	0	0	0	0	0
Gm20745	0	0	0	0	0	0	0	0	0	1	1	0
Gm20744	1	1	0	0	0	0	2	7	2	2	1	0
Gm20743	0	2	0	0	0	0	0	0	0	0	0	0
Gm20742	0	0	0	2	0	0	3	4	1	0	0	0
Gm20741	0	0	0	0	0	0	0	0	0	0	0	0
Gm20740	0	0	0	0	0	0	0	0	0	0	0	0
Gm20738	0	0	0	0	0	0	0	0	0	0	0	0
Gm20737	0	0	0	0	0	0	0	0	0	0	0	0
Gm20736	0	0	0	0	0	0	0	0	0	0	0	0
Gm20735	1	1	3	4	0	0	1	1	1	0	0	0
Gm20621	0	0	0	0	1	0	1	1	1	0	4	3
Gm20611	0	0	0	0	0	0	0	0	0	0	0	0
Gm2061	0	0	0	0	0	0	0	0	1	0	0	0
Gm20605	51	47	20	24	10	12	23	19	15	12	18	16
Gm20604	0	0	0	0	0	0	0	0	0	0	0	0
Gm20603	0	0	0	1	0	0	3	10	3	2	2	2
Gm20599	0	1	0	0	0	0	1	0	0	0	0	0
Gm20597	0	2	0	0	0	0	0	1	1	6	1	0
Gm20594	0	1	0	0	3	0	1	2	2	1	0	0
Gm20568	51	39	31	32	12	10	29	32	21	15	15	9
Gm20560	0	0	0	1	0	0	12	11	110	156	118	112
Gm2056	0	0	0	0	0	0	0	0	0	0	0	0
Gm20559	69	78	38	38	40	75	94	141	113	123	176	143
Gm20558	0	0	0	0	0	0	0	0	0	0	2	0
Gm20557	0	0	0	0	0	0	0	0	0	0	0	0
Gm20556	1	6	1	1	2	5	5	2	3	5	2	0
Gm20555	0	0	1	3	1	1	1	1	11	5	1	0
Gm20554	445	671	635	628	868	1010	300	325	445	329	263	323
Gm2046	1	0	0	0	0	0	0	0	0	1	0	0
Gm2042	0	0	0	0	0	0	0	0	0	0	0	0
Gm20385	0	1	0	0	0	0	0	0	2	0	0	1
Gm20383	0	0	0	1	0	0	0	0	0	0	0	0
Gm20382	0	0	0	0	0	0	0	0	0	0	0	0
Gm20381	0	0	0	0	0	0	0	0	0	0	0	0
Gm20371	0	0	0	0	0	0	0	0	0	0	0	0
Gm20367	228	193	82	109	113	96	25	13	6	6	6	1
Gm20362	0	0	0	0	0	0	0	0	0	0	0	0
Gm2036	121	98	57	51	87	129	162	154	130	140	136	112
Gm20356	0	0	0	0	0	0	0	0	0	0	0	0
Gm2035	1	0	0	0	0	0	2	1	1	2	1	0
Gm20346	15	12	11	12	8	2	20	19	18	29	27	25
Gm20343	0	0	0	0	0	0	0	0	0	0	0	0
Gm20342	10	11	4	7	7	0	11	15	11	7	10	12
Gm20338	0	0	1	0	0	0	0	0	0	0	0	0
Gm20337	8	18	6	5	9	6	3	4	2	3	0	6
Gm20328	0	0	0	0	0	0	0	0	0	0	0	0
Gm20326	0	0	0	0	0	0	0	0	0	0	0	0
Gm20325	0	0	0	0	0	0	0	0	0	0	0	0
Gm20324	25	17	40	35	17	16	24	21	23	13	10	7
Gm20319	0	4	3	1	1	0	1	2	0	0	0	1
Gm20310	0	1	0	0	0	1	0	0	0	0	0	0
Gm20305	1	8	3	4	3	1	4	2	4	3	2	1
Gm20300	109	121	106	119	109	105	92	94	120	148	240	268
Gm2030	0	0	0	0	0	0	0	0	0	0	0	0
Gm20290	13	7	12	10	21	30	14	8	8	2	3	9
Gm20276	0	0	0	0	0	0	0	0	0	0	0	0
Gm20275	39	40	133	84	10	9	15	18	17	4	0	0
Gm2027	151	147	87	75	55	66	210	200	229	196	93	60
Gm20268	0	0	0	0	0	0	0	0	0	0	0	0
Gm20266	4	3	1	0	0	2	3	3	0	1	1	1
Gm20262	0	0	0	0	0	0	0	0	0	0	0	0
Gm20257	56	57	51	38	32	31	40	45	60	60	62	43
Gm20255	0	0	1	1	0	2	1	0	0	0	0	0
Gm20242	0	0	0	0	0	0	0	0	0	0	0	0
Gm20236	0	0	0	0	0	0	0	0	0	0	0	0
Gm20235	4	1	5	2	16	18	19	16	25	7	13	4
Gm20234	5	9	5	10	6	7	2	1	0	0	0	0
Gm2023	0	0	0	0	0	0	0	0	0	0	0	0
Gm2022	1	1	1	1	1	1	4	1	0	0	0	1
Gm20219	354	444	198	317	73	70	218	207	121	125	76	90
Gm20208	0	0	0	0	0	0	0	0	0	0	0	0
Gm20204	96	139	48	33	28	37	136	153	111	119	141	87
Gm20201	1	1	0	1	0	0	1	0	0	1	0	0
Gm20199	9	16	14	7	2	10	14	15	12	7	7	7
Gm20190	0	0	0	0	0	0	0	0	0	0	0	0
Gm20187	0	0	0	0	0	0	0	0	0	0	0	0
Gm20186	393	435	190	217	126	109	425	547	557	626	183	140
Gm20179	0	0	0	0	0	0	0	0	0	0	0	0
Gm20172	0	0	0	0	0	0	0	0	0	0	0	0
Gm20169	0	0	0	0	0	0	1	0	0	0	0	1
Gm20163	6	7	6	2	2	4	8	10	4	3	6	6
Gm20161	1	0	0	0	0	0	0	0	0	0	0	1
Gm2016	0	0	0	0	0	0	0	0	1	0	0	0
Gm20157	1	0	6	2	1	0	0	0	0	0	0	0
Gm20153	0	0	0	0	0	0	0	0	0	0	0	0
Gm20149	0	0	0	0	0	0	1	0	0	0	0	1
Gm20140	1	2	0	0	1	0	0	4	2	2	0	1
Gm20139	0	0	0	0	0	0	0	0	0	0	0	0
Gm20125	0	0	0	0	0	1	0	0	0	0	0	0
Gm2012	0	0	0	0	0	0	0	0	0	0	0	0
Gm20115	0	0	0	0	0	0	0	1	0	1	0	0
Gm20110	10	6	0	0	0	2	1	0	3	3	1	0
Gm2011	7	16	11	12	20	14	5	2	12	8	12	15
Gm20101	0	0	0	0	0	0	0	0	0	0	0	1
Gm20100	16	19	9	7	4	7	69	50	31	43	58	72
Gm20099	0	0	0	0	0	0	0	0	0	0	0	0
Gm20098	0	0	0	0	0	0	0	0	0	0	0	0
Gm20094	7	13	15	13	16	18	11	9	18	8	2	8
Gm20093	0	0	0	0	0	0	0	0	0	0	0	0
Gm20091	2	1	1	2	1	0	1	0	2	1	0	0
Gm20089	1	0	0	0	0	0	0	0	0	0	0	0
Gm20083	0	0	0	0	0	0	0	0	1	0	1	2
Gm20071	3	6	2	2	1	2	16	9	12	23	18	24
Gm2007	37	31	26	20	7	25	48	43	45	70	86	87
Gm20069	0	0	0	0	0	0	0	1	0	0	0	0
Gm20064	0	0	0	0	0	0	0	0	0	0	0	0
Gm20063	0	0	0	0	0	0	0	0	0	0	0	0
Gm20056	540	593	766	791	380	345	355	354	396	317	388	364
Gm20052	0	0	0	0	0	0	0	0	0	0	0	0
Gm20049	0	0	0	0	0	0	0	0	0	0	0	0
Gm20045	4	3	1	4	4	6	3	7	1	5	3	1
Gm20044	0	0	0	0	0	0	1	0	1	0	3	1
Gm20043	0	0	0	0	0	0	0	0	0	0	0	0
Gm2004	1	1	1	1	2	0	0	0	1	0	2	0
Gm20038	0	1	0	0	0	0	0	0	0	1	0	0
Gm20036	13	12	6	6	6	8	23	21	23	29	26	25
Gm20033	19	30	19	9	10	4	21	13	28	31	19	15
Gm2003	0	0	0	0	0	0	0	0	0	0	0	0
Gm20026	1	0	2	0	0	1	2	0	0	0	1	0
Gm20022	5	4	6	3	3	0	1	6	6	5	6	6
Gm2002	0	0	0	0	0	0	0	0	0	0	0	0
Gm20016	386	301	9	8	26	25	5	4	1	1	1	1
Gm20014	4	1	1	1	3	1	16	13	9	5	6	23
Gm2001	46	51	40	40	29	27	27	17	32	24	31	18
Gm20005	0	0	1	0	1	2	1	0	6	3	3	0
Gm19998	17	9	5	10	7	6	14	21	18	13	7	2
Gm19990	0	0	0	0	0	0	0	0	0	0	0	0
Gm19980	0	0	0	0	0	0	0	0	0	0	1	0
Gm19976	2	1	1	3	1	0	5	0	2	4	1	2
Gm19967	0	0	0	0	0	0	0	2	0	0	0	0
Gm19966	0	0	0	3	0	0	3	3	5	10	7	4
Gm19963	1	2	2	2	3	0	1	1	3	1	1	2
Gm19956	0	0	0	0	0	0	0	0	0	0	0	0
Gm19955	32	38	53	57	58	66	46	36	44	43	24	26
Gm19950	0	0	0	0	0	0	0	0	0	0	0	0
Gm1995	20	21	12	10	6	8	23	8	7	14	4	8
Gm19945	20	10	17	11	12	4	17	14	18	14	6	7
Gm19939	0	0	0	0	0	0	0	0	0	0	0	0
Gm19938	0	0	0	0	0	0	1	0	1	1	0	4
Gm19937	1	0	1	0	0	0	3	1	0	0	2	1
Gm19935	3	4	0	1	2	0	218	157	148	158	166	172
Gm19932	0	0	0	0	0	0	0	0	0	0	0	0
Gm1993	0	0	0	0	0	0	0	0	0	0	0	0
Gm19929	0	0	0	0	0	0	0	0	0	0	1	0
Gm19924	0	1	0	0	0	0	0	0	0	0	0	0
Gm19918	0	0	0	0	0	0	0	0	0	0	0	0
Gm19916	0	0	0	0	0	0	0	0	0	0	0	0
Gm19911	7	9	2	3	0	5	17	12	9	4	4	7
Gm19905	141	127	57	83	23	27	122	153	180	137	138	81
Gm19899	1	1	1	1	0	0	1	1	2	0	1	2
Gm19897	2	4	3	2	0	2	2	1	3	5	2	1
Gm19891	0	0	0	0	0	0	0	0	0	0	0	0
Gm1988	0	0	0	0	0	0	0	0	0	1	0	0
Gm19876	0	0	0	0	0	0	0	0	0	0	0	0
Gm19872	0	0	0	0	0	0	0	0	0	0	0	0
Gm1987	0	0	0	0	0	0	0	0	0	0	0	0
Gm19866	0	0	0	0	0	0	0	0	0	0	0	0
Gm19863	0	0	0	2	2	3	0	0	0	0	0	0
Gm19860	0	1	2	0	2	2	0	1	0	0	0	0
Gm19859	0	0	0	0	0	0	0	0	0	0	0	0
Gm19854	0	0	0	0	0	0	0	0	0	0	0	0
Gm19845	1	0	0	0	0	0	1	0	4	1	0	0
Gm19835	0	1	0	0	0	0	0	0	0	0	1	1
Gm19825	0	0	0	0	0	0	0	0	0	0	0	0
Gm19817	1	1	0	0	0	0	0	0	0	1	1	0
Gm19816	0	0	0	0	0	0	0	0	0	0	2	1
Gm19810	4048	4376	3105	2890	1356	1364	2722	3044	2549	2155	1396	1286
Gm19805	0	0	0	0	0	0	0	0	0	0	0	0
Gm19792	1	0	0	0	1	1	3	1	0	1	1	2
Gm1979	0	0	0	0	0	0	13	22	5	10	2	4
Gm19785	21	14	11	9	15	11	13	16	19	7	17	15
Gm19784	0	0	0	0	0	0	0	0	0	0	0	0
Gm19782	0	0	0	0	0	0	0	0	0	0	0	0
Gm19774	283	285	221	180	138	168	203	178	202	196	176	135
Gm19765	2	0	1	0	1	0	0	0	0	0	0	0
Gm19763	0	0	0	0	0	0	0	0	0	0	0	0
Gm19760	0	0	0	0	0	0	0	0	0	0	0	0
Gm1976	55	75	85	96	34	45	63	71	103	111	87	57
Gm19757	0	0	0	0	0	0	0	0	0	0	0	0
Gm19744	0	0	0	0	0	0	2	0	0	0	0	1
Gm1974	8	2	0	3	0	0	9	3	5	8	2	1
Gm19733	5	2	0	2	0	0	2	2	4	6	5	1
Gm19723	0	0	4	2	1	2	0	0	0	0	0	1
Gm19719	1	0	0	0	0	0	1	4	0	1	2	0
Gm19710	22	24	13	11	5	8	41	41	24	22	24	17
Gm19706	0	0	0	0	0	0	0	0	0	0	0	0
Gm19705	6	11	9	11	3	9	4	8	12	13	20	16
Gm19703	1	2	2	8	1	1	1	2	0	5	3	0
Gm19696	1	5	1	2	0	0	1	0	0	0	2	0
Gm19692	0	0	1	6	3	1	0	0	1	1	0	0
Gm19691	33	64	18	18	7	5	22	8	23	40	26	19
Gm19689	0	0	0	0	1	0	2	0	0	1	5	1
Gm19688	0	1	0	0	0	2	0	0	0	1	1	1
Gm1968	3	1	1	0	0	0	0	0	0	0	0	0
Gm19673	3	2	10	6	10	5	0	0	3	0	0	0
Gm19668	0	0	0	0	0	0	0	0	0	0	0	0
Gm19667	1	2	1	0	1	2	0	0	1	0	1	0
Gm19665	2	0	1	0	0	0	5	2	0	0	1	1
Gm19663	0	0	0	0	0	0	0	0	0	0	0	0
Gm19660	9	7	4	2	3	1	15	9	5	2	5	5
Gm1966	0	0	0	0	1	1	1	4	1	0	1	0
Gm19658	0	0	0	0	1	0	0	0	0	0	0	0
Gm19656	1	0	0	0	0	0	0	1	2	1	0	0
Gm19654	0	0	0	0	0	0	0	0	0	0	0	0
Gm1965	0	0	0	0	0	0	0	0	0	0	0	0
Gm19648	5	7	4	1	0	1	15	7	4	1	2	5
Gm19645	0	0	1	0	0	0	0	0	0	0	0	0
Gm19639	37	31	338	292	709	818	0	4	22	6	8	8
Gm19624	1	1	3	1	1	0	3	3	2	0	1	0
Gm19622	2	2	0	1	2	4	0	0	0	2	0	0
Gm19620	7	6	3	7	2	0	3	3	1	1	2	5
Gm19619	34	46	0	0	0	2	2	4	0	0	0	0
Gm19617	15	9	13	9	5	8	10	13	7	7	4	4
Gm19610	0	0	0	0	0	0	0	0	0	3	0	2
Gm19605	18	15	7	13	8	14	7	12	7	8	15	17
Gm19601	4	3	0	1	1	0	5	2	4	4	1	2
Gm19600	44	40	30	38	11	7	13	6	3	7	1	1
Gm19592	23	29	29	14	4	8	22	23	30	34	20	16
Gm19590	0	1	1	1	0	2	0	3	3	7	2	2
Gm19589	1	2	0	0	0	0	4	11	4	3	0	0
Gm19587	736	756	760	677	465	466	481	504	522	510	428	412
Gm19585	0	0	0	0	0	0	0	0	1	0	0	0
Gm19583	0	0	0	0	0	0	0	0	0	0	0	0
Gm19582	0	1	1	0	2	1	0	0	3	0	0	0
Gm19579	29	30	23	15	10	15	33	31	38	28	18	15
Gm19578	12	9	3	14	2	7	23	14	31	6	15	15
Gm19569	3	3	0	4	0	0	3	5	2	5	4	3
Gm19566	0	1	1	0	0	0	0	0	0	1	0	1
Gm19565	16	13	16	13	8	4	10	10	14	9	16	10
Gm19557	47	95	0	2	1	4	18	24	19	13	17	26
Gm19554	0	0	0	0	0	0	0	0	0	0	0	0
Gm19553	0	0	0	0	0	0	0	0	0	0	0	0
Gm19552	7	6	2	0	0	0	1	0	1	3	1	0
Gm19551	0	0	0	2	2	1	5	1	6	2	3	1
Gm19549	0	0	0	0	0	0	1	0	1	0	1	1
Gm19544	1	5	0	0	1	0	1	5	7	5	0	1
Gm19541	0	0	0	0	0	0	0	0	0	0	0	0
Gm19537	5	15	1	3	10	16	6	1	1	2	2	4
Gm19531	2	9	0	0	1	1	2	1	6	3	3	4
Gm19522	4	1	2	3	0	0	0	1	4	5	0	8
Gm19521	0	0	0	0	0	0	0	0	0	0	0	0
Gm19519	0	0	0	0	0	0	0	0	0	0	0	0
Gm19514	0	0	0	0	0	0	0	0	0	0	0	0
Gm19510	3	6	0	0	1	0	16	16	25	25	27	26
Gm19505	10	3	1	3	2	7	0	4	2	1	1	0
Gm19503	518	469	456	454	484	450	264	249	386	391	258	217
Gm19501	0	0	0	0	0	0	0	0	0	0	0	0
Gm19500	0	1	1	1	1	0	6	3	2	5	3	6
Gm19497	5	11	1	8	3	4	16	7	11	14	17	15
Gm19494	0	0	0	0	0	0	0	0	0	0	0	0
Gm19486	3	6	3	2	1	3	5	2	6	2	8	2
Gm19484	0	0	0	0	0	0	0	0	0	0	0	0
Gm19474	0	1	0	0	0	0	0	0	0	0	0	0
Gm19471	0	0	0	0	0	0	0	0	0	0	0	0
Gm19466	2	0	0	1	2	7	0	0	1	0	0	0
Gm19463	0	0	0	0	0	0	4	0	9	9	3	5
Gm19461	25	21	10	20	8	11	1	0	1	0	1	0
Gm19451	5	13	15	9	7	11	8	10	6	8	7	11
Gm19446	0	0	0	0	0	0	0	0	0	0	0	0
Gm19445	0	0	0	0	0	0	0	0	0	0	0	0
Gm19443	4	3	5	5	0	2	2	3	4	3	0	1
Gm19440	0	0	0	0	0	0	5	3	9	5	4	2
Gm19439	1	0	3	0	1	0	0	0	0	0	0	0
Gm19437	2	7	5	2	0	0	0	3	1	1	0	0
Gm19434	0	14	4	2	1	1	0	0	0	0	0	0
